saleprice,1.0
overall_qual,0.8002068702531417
gr_liv_area,0.6970384443056628
garage_area,0.649896849661898
garage_cars,0.6477813459587413
total_bsmt_sf,0.6293030962146711
1st_flr_sf,0.6184861410533946
year_built,0.5718488959135772
year_remod/add,0.5503696488195575
full_bath,0.5379691021121198
totrms_abvgrd,0.5040143180735341
mas_vnr_area,0.5035785851404666
fireplaces,0.4710928937629878
bsmtfin_sf_1,0.4238559133946774
open_porch_sf,0.33347602979205326
wood_deck_sf,0.3264897021896583
lot_area,0.29656583236677914
bsmt_full_bath,0.28333232871961533
half_bath,0.2830006979883375
2nd_flr_sf,0.24845153013114143
bsmt_unf_sf,0.19086124683862643
lot_frontage,0.18145625081922342
bedroom_abvgr,0.13706693646765417
screen_porch,0.13458135196225648
3ssn_porch,0.048731853983496776
mo_sold,0.032735408549048925
pool_area,0.023106317157886257
bsmtfin_sf_2,0.016431693166378845
misc_val,-0.007374759586406715
yr_sold,-0.015203224433671057
low_qual_fin_sf,-0.041594303298648314
bsmt_half_bath,-0.04529026572418869
id,-0.051397849884676224
ms_subclass,-0.08733545057882347
overall_cond,-0.09701891273609206
kitchen_abvgr,-0.1254435224685798
enclosed_porch,-0.13565649182471978
pid,-0.25505189852772375
garage_yr_blt,
